img_name,Caption,ANP,Emotion_Categorical,Valence,Arousal,Dominance,Style,Scene_Type,Object_Types,Facial_Expression,Human_Action,Reason_for_Emotion,Average_Color,Primary_Color,Secondary_Color,Brightness,Contrast,image_path
3e6c5d55-500d-4cd2-b9cb-c46567510568,"A whimsical tiny building with bright colors, featuring a combination of architectural styles, set against a grey background. The building has intricate details and a cute design, giving it a humorous and playful appearance. Soft cinematic lighting enhances its charm.","tiny building, colorful architecture, cute design",Amusement,3,2,1,"hyper-detailed, 3D CGI",urban,buildings,,,The vibrant colors and playful design of the building evoke a sense of amusement and joy.,73:69:77,44:40:52,71:76:91,71.57,39.94,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3e6c5d55-500d-4cd2-b9cb-c46567510568.jpg
06148377-8638-4dce-8ffa-68b462bcf65c,"A model sheet featuring various designs of eldritch horrors resembling octopuses, highlighting intricate details and features on each specimen.","insane horrors, cosmic abyss, twisted limbs",Fear,-3,3,-2,"surreal, illustrative",concept art,eldritch creatures,,,"The grotesque and otherworldly nature of the creatures evokes a sense of fear, as they are reminiscent of deep-sea monsters that are unsettling and alien.",184:190:184,237:236:229,136:152:145,188.02,67.52,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/06148377-8638-4dce-8ffa-68b462bcf65c.jpg
45da526e-f94d-4f4e-ae4b-f8dbc05af515,"A cute, happy marble monster with a fluffy texture and big eyes, sitting on a rock while holding a blue marble.","cute monster, happy expression, fluffy texture",Contentment,3,2,1,"fantasy, whimsical",outdoor,fantasy creatures,happy,,The monster's playful appearance and bright eyes create a sense of joy and contentment.,119:117:106,127:124:112,40:49:52,116.73,64.74,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/45da526e-f94d-4f4e-ae4b-f8dbc05af515.jpg
17e944b9-2208-43d8-8bc8-91d66dddae03,"A couple wearing dinosaur-themed masks with vibrant colors, dressed in stylish clothing against a pastel background.","colorful masks, stylish fashion, pastel background",Amusement,3,2,1,"realistic, colorful",indoor,"masks, fashion items",,,"The whimsical and playful nature of the dinosaur masks, combined with the stylish attire, evokes a sense of amusement.",195:140:122,232:165:144,152:122:101,154.77,51.53,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/17e944b9-2208-43d8-8bc8-91d66dddae03.jpg
b3e770b5-9c7b-455b-9e8c-fe6d87d0e218,"A whimsical cartoon of a Santa-like character wearing a green hat adorned with decorations, standing in a snowy landscape with presents and a staff, giving off a cheerful yet quirky vibe.","whimsical character, snowy landscape, decorated hat",Amusement,3,2,1,cartoonish,outdoor,"characters, presents, snow",cheerful,,"The cartoonish style and playful character design create a sense of amusement and joy, typical of holiday cheer.",95:91:77,40:35:33,118:109:87,91.3,67.2,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/b3e770b5-9c7b-455b-9e8c-fe6d87d0e218.jpg
3ac856d4-8d74-4a42-a038-46ae76bb728f,"An abandoned hotel room featuring peeling wallpaper, disheveled floors, a bed with an unmade appearance, a bedside table, and access to a bathroom.","abandoned hotel, peeling wallpaper, messed up floors",Sad,-2,1,-1,"realistic, vintage",indoor,"furniture, interior spaces",,,"The scene evokes sadness due to the apparent neglect and decay of what was once a vibrant space, suggesting loss and abandonment.",66:64:59,29:29:30,87:85:76,64.61,50.28,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3ac856d4-8d74-4a42-a038-46ae76bb728f.jpg
9d4ffd9a-27e5-4936-ba71-9fce97183ea9,"A surreal depiction of a person experiencing a cosmic horror, with vibrant colors and swirling patterns emanating from their head, suggesting chaos and mental struggle.","cosmic chaos, vibrant colors, surreal expression",Fear,-2,3,-1,"surreal, fantasy",abstract,"human figures, cosmic elements",,,"The intense colors and the expression of the figure evoke a sense of fear and unease, representing mental turmoil and the overwhelming nature of cosmic horror.",37:41:41,9:12:13,56:69:74,39.95,51.2,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/9d4ffd9a-27e5-4936-ba71-9fce97183ea9.jpg
77e60b43-e533-41b3-b2b5-414e7a09aff1,"A group of workers departing from a paper mill, shrouded in a somber atmosphere with large smokestacks emitting smoke in the background, evoking a sense of hardship.","sad workers, industrial smokestacks, dark atmosphere",Sad,-2,-1,-1,"realistic, documentary",outdoor,"industrial structures, people",sad,walking,The workers' departure from the heavily polluted environment suggests exhaustion and helplessness.,58:64:69,22:19:24,62:74:79,63.57,51.75,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/77e60b43-e533-41b3-b2b5-414e7a09aff1.jpg
c3962cf9-8077-4d74-90ef-5e57f273ffe4,"A fierce portrait of a male halfling displaying strong emotions, featuring broken teeth and a screaming expression, depicted in a detailed fantasy style reminiscent of Luis Royo's artwork.","strong halfling, broken teeth, screaming expression, fantasy art",Anger,-2,4,2,"detailed, fantasy",indoor,character portrait,angry,,"The intense expression of rage and broken teeth conveys a feeling of anger and struggle, which can evoke strong emotions in the viewer.",191:178:163,240:238:230,97:72:44,180.51,70.22,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/c3962cf9-8077-4d74-90ef-5e57f273ffe4.jpg
227af3cb-bd37-4471-bb19-159b55a38733,"An artistic representation of a screaming gorilla amidst a sphinx motif, set against a black background with intricate fractal designs and a wide black border, evoking a sense of intensity and drama.","epic gorilla, screaming expression, black background, sphinx motif, fractal filigree",Anger,-2,3,1,"art nouveau, cell shaded",void,"gorilla, sphinx motif",,,"The image evokes anger due to the screaming expression of the gorilla, combined with the intense color scheme and dramatic design elements.",38:29:19,13:9:4,70:53:34,31.35,37.29,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/227af3cb-bd37-4471-bb19-159b55a38733.jpg
cda5a3a7-6d1f-466b-a808-8c8b9683065b,"A character dressed in vintage 1920s clothing in an anime style, featuring flamboyant colors and patterns, posed elegantly in a stylized environment.","vintage clothing, anime style, flamboyant pose",Amusement,3,2,1,"vintage, anime",indoor,"character, decorative elements",,,"The colorful and flamboyant attire, combined with the character's stylish pose, creates a playful and amusing atmosphere.",138:96:86,76:34:32,187:129:119,108.26,72.67,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/cda5a3a7-6d1f-466b-a808-8c8b9683065b.jpg
1c8f27de-da3e-4047-aaa3-66319be85408,"A chaotic scene depicting a large crowd in an urban setting, with a mix of protesters and police officers facing each other amid tense interactions.","crowded street, tense atmosphere, protest signs, police presence",Anger,-2,3,-1,realistic,urban,"crowd, police equipment, protest signs",,,"The image captures a confrontational moment, with heightened emotions likely arising from the tension between protesters and law enforcement.",50:48:45,23:17:17,63:73:69,48.92,49.24,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/1c8f27de-da3e-4047-aaa3-66319be85408.jpg
17e5c6bb-f842-4322-8e7b-5bc107c714b2,"A Ford Mustang drives through ocean waves at sunset, showcasing vibrant colors and broad strokes reminiscent of Hayao Miyazaki's style.","vibrant sunset, blue waves, golden reflections",Awe,3,3,2,"synthwave, animated",outdoor,"car, ocean, sunset",,,The striking combination of a powerful car amidst the beauty of a sunset and ocean creates a sense of awe.,77:68:71,21:27:43,175:126:95,71.71,68.47,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/17e5c6bb-f842-4322-8e7b-5bc107c714b2.jpg
63d34b8c-3448-496b-8a35-69d9f023fdf8,"A monochrome lithograph depicting a demon woman with horns, showcasing her figure and detailed features in the style reminiscent of Henri de Toulouse-Lautrec.","demon woman, detailed features, monochrome style",Fear,-2,3,-1,"vintage, stylized",indoor,figures,,,"The image evokes fear due to its depiction of a demon figure, which often connotes malevolence and the supernatural.",154:144:131,78:73:61,252:252:251,145.93,79.1,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/63d34b8c-3448-496b-8a35-69d9f023fdf8.jpg
4fbc556b-7021-4a37-8297-9b093029814c,"An anime style depiction of an ancient Chinese battlefield illuminated by the warm glow of a setting sun, highlighting the tragic aftermath of war with fallen warriors and a wounded hero in traditional armor standing defiantly amidst the chaos.","warm glow, scattered bodies, wounded hero, burning city, traditional armor, charging enemy",Sad,-2,2,1,anime,outdoor,"battlefield, warriors, ruins, armor",,standing defiantly,"The scene evokes sadness due to the portrayal of sacrifice and loss in the aftermath of battle, highlighting the difficult consequences of war.",137:89:54,35:21:18,237:168:92,99.53,70.23,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/4fbc556b-7021-4a37-8297-9b093029814c.jpg
60260d61-979a-48a2-a608-3be12b2ad847,"A cheerful Santa Claus is dancing joyfully on the snowy beach in Tofino, blending holiday spirit with a unique beach setting.","cheerful Santa, snowy beach",Excitement,3,4,2,"whimsical, fantasy",outdoor,"beach, snow",,dancing,"The vibrant setting and Santa's joyful dance evoke a sense of excitement and festivity, creating a playful and surreal atmosphere.",180:174:168,224:220:212,166:165:162,175.33,53.16,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/60260d61-979a-48a2-a608-3be12b2ad847.jpg
43c8528b-77e6-4a6d-97af-010d01e0fd78,"A dramatic portrait capturing the essence of childhood trauma within a film noir aesthetic, featuring a child amid shadowy figures evoking a sense of fake love.","dramatic shadows, haunting expressions, nostalgic tones",Sad,-2,1,-1,film noir,indoor,"figures, portraits",,,"The portrayal of a child in a shadowy environment, combined with elements of childhood trauma, deeply evokes sadness.",65:65:64,15:15:15,72:72:72,65.04,50.83,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/43c8528b-77e6-4a6d-97af-010d01e0fd78.jpg
15fb73a5-4b51-4f7e-aec3-d6b393a7f163,"A Bedouin nomad leader stands in a dynamic pose, brandishing a spear against a desert backdrop, embodying a sense of movement and intensity.","dynamic pose, desert background, cloth coverings",Anger,-2,3,2,"highly detailed, fantasy, character art",outdoor,"characters, desert landscapes",,threatening,"The image depicts a tense confrontation, evoking feelings of anger due to the threatening stance of the nomad leader.",168:151:121,234:221:180,170:149:116,153.21,67.25,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/15fb73a5-4b51-4f7e-aec3-d6b393a7f163.jpg
295ab64a-bcac-4ff2-83de-e36aaa4982b7,"A young girl dressed as a scientist sits beside her bed in her bedroom, illuminated by daylight, showcasing her dynamic posture and laboratory glasses.","happy girl, photorealistic bedroom, dynamic posture",Contentment,3,2,2,realistic,indoor,"bedroom furniture, scientist equipment",,,The girl's joyful pose and attire suggest a sense of curiosity and contentment in her space.,82:90:90,33:44:47,89:101:103,88.35,56.17,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/295ab64a-bcac-4ff2-83de-e36aaa4982b7.jpg
58698c25-e6e2-4af0-bf54-fc4e7a614678,"A lone figure wearing a gas mask stands in a desolate landscape of Dubai, showcasing abandoned tall buildings and a hazy atmosphere, indicative of a post-apocalyptic scenario.","desolate landscape, abandoned buildings, hazy atmosphere",Fear,-2,3,-1,"cinematic, realistic",outdoor,"buildings, figure",,,"The image depicts a stark and haunting scene of desolation and danger, evoking fear due to the sinister atmosphere and the implications of an apocalypse.",164:132:101,239:202:154,169:126:91,138.72,67.38,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/58698c25-e6e2-4af0-bf54-fc4e7a614678.jpg
c0951ad7-abf9-42f7-b0b6-cccbfeef8681,"A super realistic depiction of a man dressed in a glamorous pink dress, illuminated by neon lights and adorned with glitters, creating a striking visual effect.","glamorous dress, pink neon light, sparkling glitters",Amusement,3,2,1,realistic,indoor,person,,,"The combination of an unconventional outfit and bright neon lights evokes a sense of humor and amusement, as it creates a playful and surreal image.",55:23:38,25:17:20,152:25:68,34.84,35.63,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/c0951ad7-abf9-42f7-b0b6-cccbfeef8681.jpg
06b5ab25-174c-40ba-9c86-9550881eecc1,"A portrait photo of a tired werewolf, displaying a serious expression with open eyes that convey pain, tears, and sweat, as it looks away in a side profile, embodying a sense of distress.","tired werewolf, serious expression, open eyes, pain tears, sweat",Sad,-3,2,-1,realistic,outdoor,werewolf,sad,,"The image evokes sadness due to the werewolf's expression of pain and distress, suggesting a deep emotional struggle.",30:31:34,13:15:19,39:42:44,31.71,24.88,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/06b5ab25-174c-40ba-9c86-9550881eecc1.jpg
3894bf70-60df-4f8b-b6c3-348b0a307f34,"An alien-human hybrid with its human-like pet stands together on a lace in the streets of New York City, capturing the essence of the 1985 pop color aesthetic with bokeh effects.","intricate face, full body portrait, pop colors",Awe,3,2,1,"vintage, whimsical",urban,"humanoid characters, city streets",,,The surreal combination of a hybrid creature and vibrant urban backdrop creates a sense of wonder and fascination.,86:90:89,76:88:89,161:157:152,88.95,56.37,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/3894bf70-60df-4f8b-b6c3-348b0a307f34.jpg
bc63164a-eea9-4761-a6f5-a7cac7c8dd33,"The White House stands in ruins as a tornado rips off its roof, showcasing a dramatic and chaotic scene filled with debris and swirling winds, under a dark and tumultuous sky.","white house, tornado, ripped roof, dark sky, chaotic scene",Fear,-2,3,-1,"ultra realistic, cinematic",outdoor,"buildings, natural disasters",,,"The image depicts a catastrophic event, evoking fear due to the destruction and the overwhelming power of nature.",67:75:71,32:38:36,90:102:95,72.89,54.06,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/bc63164a-eea9-4761-a6f5-a7cac7c8dd33.jpg
567b48d2-c9f4-4687-acbd-3b173e8e748a,"A large pig dressed in a suit and derby hat is interacting with a child, surrounded by several human figures, suggesting a parody of human behavior and social roles.","obese pig, awkward walk, human landlords, derby hat, disgusting boss",Disgust,-2,2,-1,"realistic, illustrative",indoor,"pigs, humans",,,"The image portrays pigs in human roles, evoking a sense of disgust and humor at the absurdity of the situation.",118:109:82,108:98:73,209:191:142,109.34,62.25,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/567b48d2-c9f4-4687-acbd-3b173e8e748a.jpg
6bb6c3c8-1e4b-4fbf-a0c3-28cfb766d333,"A lively street battle outside a cyberpunk bar where people are joyfully dancing, creating a vibrant atmosphere under festive lights.","vibrant street, exciting battle, happy dance",Excitement,3,4,2,"cyberpunk, high detail",outdoor,"bars, people, street",happy,dancing,"The image depicts a dynamic and joyful scene, which evokes excitement due to the festive and energetic ambiance.",82:76:73,33:31:38,92:88:90,78.04,54.86,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/6bb6c3c8-1e4b-4fbf-a0c3-28cfb766d333.jpg
f0934729-1eca-42b6-a2b7-0c98a08c02dd,"A chibi-style garden gnome resembling an angry Hulk figure, set against a blurred green background, showcasing vibrant colors and high detail.","angry gnome, chibi style, green background, high resolution",Anger,-2,3,2,"chibi, photorealistic",outdoor,garden gnome,angry,,"The image depicts an angry figure, which typically evokes feelings of aggression and intensity, fitting the emotion of anger.",78:81:46,39:47:17,109:107:67,76.36,48.17,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/f0934729-1eca-42b6-a2b7-0c98a08c02dd.jpg
2f53f9e2-7610-49ca-8589-b5123027c382,"An old woman interacting with a bizarre mutant face, creating an unusual and surreal scene.","old woman, bizarre mutant face, strange interaction",Disgust,-3,2,-1,"surreal, fantasy",indoor,"people, mutants",,,The image elicits a feeling of disgust due to the peculiar nature of the interaction between the old woman and the mutant face.,107:138:97,73:45:48,153:219:149,124.83,61.25,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/2f53f9e2-7610-49ca-8589-b5123027c382.jpg
01da6d16-8339-41d2-a34b-11995047f5fe,"An explorer and adventurer is shown lost at sea in a small round lifeboat, surrounded by a dramatic ocean view with swirling waves and fish, seen from an aerial perspective.","small lifeboat, vast ocean, dramatic waves",Fear,-2,3,-1,"comic book cartoon, cinematic",outdoor,"lifeboats, ocean, marine life",,,The scene evokes fear due to the isolation and danger inherent in being lost at sea.,66:85:90,16:37:48,85:118:123,80.38,65.81,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/01da6d16-8339-41d2-a34b-11995047f5fe.jpg
98731db3-dd33-4680-bed3-5c0c891bd469,"A vibrant pop art sticker of a Polaroid camera, featuring bold colors and retro design elements.","vibrant sticker, retro design",Awe,3,2,1,"pop art, retro",indoor,"cameras, stickers",,,The colorful and nostalgic representation of the Polaroid camera evokes a sense of wonder and appreciation for vintage photography.,185:178:172,238:237:234,28:23:20,180.09,87.39,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/98731db3-dd33-4680-bed3-5c0c891bd469.jpg
117262c1-0afb-4688-8ca6-4000ad3913b0,"A vintage travel poster depicting a charming Parisian street scene, featuring flower boxes on balconies, an Air France vintage car, and the French flag displayed prominently.","vintage car, charming street, colorful flower boxes",Contentment,3,1,2,vintage,urban,"buildings, flags, vehicles, flowers",,,"The image evokes feelings of contentment due to its vibrant depiction of a pleasant Parisian atmosphere, suggesting warmth and charm.",175:156:138,249:242:226,66:47:35,160.18,84.24,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/117262c1-0afb-4688-8ca6-4000ad3913b0.jpg
468abfb3-6912-42b3-9483-7e5a9257c5c0,"A male figure dressed in a vibrant green and magenta flowered trench coat, coupled with galaxy-printed green pants and a Hermès-patterned scarf, stands against the backdrop of the Palazzo delle Civiltà in Rome.","vibrant trench, galaxy pants, elegant scarf",Excitement,3,3,2,avant-garde,urban,"fashion attire, architecture",,,The bold colors and unique fashion choices convey a sense of creativity and excitement.,119:57:100,58:36:55,191:37:144,80.95,57.8,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/468abfb3-6912-42b3-9483-7e5a9257c5c0.jpg
05b4ce1c-f7ce-4887-be57-3342cf0f7562,"A tabby dark brown Maine Coon cat is playfully snowboarding on a snowy slope in Zermatt, surrounded by majestic mountains.","playful cat, snowy mountains, snowboard slope",Amusement,3,2,1,realistic,outdoor,"animal, snowboard, mountains",,,"The image evokes amusement due to the playful and humorous sight of a cat snowboarding, which is an unusual and delightful scenario.",143:129:117,72:61:54,150:133:119,132.06,66.33,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/05b4ce1c-f7ce-4887-be57-3342cf0f7562.jpg
6b79c8ad-bac6-4496-9bce-16b0c5eda1b0,"A close-up portrait of a redhead teen emo girl with short pink hair, set against a nighttime carnival background featuring whimsical lights, a Ferris wheel, and an evil magician.","creepy carnival, whimsical lights, red fireflies, evil magician, fantasy atmosphere",Fear,-1,3,-2,"fantasy, gothic",outdoor,"carnival, people, magician, Ferris wheel",,,"The unsettling atmosphere of the carnival, combined with the presence of an evil magician, creates a sense of danger and intrigue.",79:65:66,21:43:56,99:57:61,69.49,45.26,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/6b79c8ad-bac6-4496-9bce-16b0c5eda1b0.jpg
23f26444-f354-44de-b627-2da1f14babdc,"A large, muscular male bull depicted in black and white, breathing fire with an expression of rage, set against a backdrop evoking the underworld, with dynamic lighting and a celestial aesthetic.","angry bull, breathing fire, dynamic lighting, celestial aesthetic, ancient Greece",Anger,-2,4,3,"fantasy, fantastic realism",outdoor,"mythical creatures, fire",,,"The image evokes anger due to the bull's fierce expression and the dramatic portrayal of fire and chaos, reminiscent of mythological battles in Greek mythology.",96:96:95,25:25:25,213:213:212,96.55,83.15,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/23f26444-f354-44de-b627-2da1f14babdc.jpg
0d7be5a4-7aa2-4bf9-a094-c1692b41966e,"Five colorful skulls lined in a row on a grimy dungeon floor, surrounded by writhing worms in darkness.","grimy dungeon, colorful skulls, darkness",Disgust,-3,3,-1,realistic,indoor,"skulls, worms",,,The presence of decaying skulls and writhing worms evokes feelings of disgust due to their connection with death and decay.,37:32:27,18:18:17,47:39:34,33.39,24.03,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0d7be5a4-7aa2-4bf9-a094-c1692b41966e.jpg
0852c04e-ff47-4e3c-a58c-71ed4a374066,"A stunning timeline visualization depicting the journey from prehistory to the AI age, featuring a mix of prehistoric and modern elements in a lush landscape.","beautiful scene, photorealistic detail, hyper realistic design",Awe,3,2,2,realistic,outdoor,"prehistoric animals, natural landscapes, modern elements",,,"The image evokes awe due to its intricate depiction of the timeline and the merging of ancient and modern worlds, inspiring a sense of wonder about the progression of civilization.",95:98:96,25:34:41,101:105:103,97.31,63.53,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0852c04e-ff47-4e3c-a58c-71ed4a374066.jpg
313ff1b0-a767-4ab2-abe3-f15b1f3f9a32,"A detailed layout design sheet featuring a medieval church inspired by intricate Russian architectural styles, showcasing various perspectives and annotations.","intricate church, detailed layout, medieval design",Awe,3,2,1,"conceptual, architectural",urban,"buildings, architectural designs",,,The complex and ornate design of the church evokes awe due to its historical significance and artistic detail.,194:183:166,234:227:212,95:73:51,184.7,62.12,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/313ff1b0-a767-4ab2-abe3-f15b1f3f9a32.jpg
89bef071-ff05-4da3-af76-2d13d2be46d9,"A MacBook Pro is positioned on a table, partially submerged in a puddle of bright orange liquid, with the liquid reflecting some light and appearing glossy.","sleek laptop, vibrant liquid, reflective surface",Disgust,-2,2,-1,realistic,indoor,"laptops, liquids",,,The image may evoke disgust due to the inappropriate interaction of an electronic device with a potentially damaging liquid.,85:75:69,37:40:42,88:95:101,78.03,43.5,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/89bef071-ff05-4da3-af76-2d13d2be46d9.jpg
8b0972c6-3546-4a51-b140-93d916b172a0,"A very overweight older man in a Superman costume sitting in a dimly lit room, holding a beer and surrounded by bottles, with a television turned on in the background.","fat superman, dark lights, dark room, alcohol bottles",Disgust,-2,1,-1,"realistic, dramatic",indoor,"bottles, television",,,"The image evokes a sense of disgust due to the portrayal of an exaggeratedly unhealthy and unkempt version of a popular superhero, which contrasts with the typical ideals of heroism.",56:48:34,29:24:17,91:78:57,49.15,46.9,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/8b0972c6-3546-4a51-b140-93d916b172a0.jpg
15716354-3aad-4fbe-9a7c-40ccc171c566,"A decorative Easter egg featuring a bird and various flowers and stars, designed for coloring.","decorative egg, happy bird, colorful flowers",Contentment,3,2,1,"simple, line art",outdoor,"Easter egg, bird, flowers",,,"The image evokes contentment through its whimsical and cheerful design, suitable for children.",227:227:227,251:251:251,153:152:153,227.86,58.85,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/15716354-3aad-4fbe-9a7c-40ccc171c566.jpg
15d48ac7-7138-4d2f-b8e6-8c415788e7b3,"A cute female scientist character with bangs, wearing a white lab coat and black boots, standing next to a scientific machine, illustrated in a chibi Disney style.","cute scientist, white lab coat, black boots, scientific machine",Amusement,3,2,1,"chibi, Disney",indoor,"character, machine",happy,,The playful and whimsical design of the character evokes feelings of amusement and joy.,82:85:85,36:38:39,214:215:215,84.42,72.29,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/15d48ac7-7138-4d2f-b8e6-8c415788e7b3.jpg
20cc6874-3236-4691-bc7a-42afb966330f,"A picturesque landscape depicting the Shire, featuring charming hobbit homes with round doors nestled among lush green fields, evoking a whimsical and tranquil atmosphere reminiscent of Studio Ghibli's watercolor style.","picturesque landscape, charming homes, lush fields, whimsical atmosphere",Contentment,3,1,2,"watercolor, fantasy",outdoor,"natural landscapes, buildings",,,"The serene and beautiful depiction of the Shire, with its vibrant colors and warm, inviting architecture, creates a sense of peace and joy.",180:180:144,248:246:234,85:88:52,176.2,71.09,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/20cc6874-3236-4691-bc7a-42afb966330f.jpg
0d25ec48-32a5-4201-8bbc-81b08a6e637a,"A cute adult coloring page featuring two baby dragons nestled among large flowers, showcasing their expressive eyes and playful demeanor.","cute dragons, large flowers, playful demeanor",Contentment,3,2,1,"line art, fantasy",natural,"dragons, flowers",,,"The image depicts adorable baby dragons in a whimsical setting, which evokes a sense of happiness and serenity.",222:222:222,248:248:248,176:176:176,222.58,54.48,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0d25ec48-32a5-4201-8bbc-81b08a6e637a.jpg
cb61c5bd-6eee-4be3-b80a-e30eebd7570c,"A charming vintage-style tortoise dressed in a classic outfit, holding a steaming cup of coffee with a thoughtful expression.","mad tortoise, vintage art, steaming coffee",Amusement,2,1,1,vintage,indoor,"animals, beverages",,,"The whimsical image of a tortoise in human attire holding coffee is amusing and evokes a light-hearted, playful feeling.",72:64:57,72:66:55,22:15:27,66.4,46.19,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/cb61c5bd-6eee-4be3-b80a-e30eebd7570c.jpg
20fae5af-ee02-43fb-9ad7-51adbd862a31,"A black and white photograph capturing a person with curly hair, wearing glasses, in a dynamic urban environment, with soft lighting and a blurred background, suggesting a moment of contemplation.","curly hair, urban environment, soft lighting",Contentment,2,1,1,vintage,urban,people,,,The serene expression and soft lighting contribute to an overall feeling of contentment and peaceful introspection.,88:88:87,30:30:30,109:109:108,88.17,68.62,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/20fae5af-ee02-43fb-9ad7-51adbd862a31.jpg
0141b217-074b-48d9-8c44-d7834e0efb61,"A surreal carnival scene featuring grotesque structures and elements reminiscent of H.R. Giger's style, with organic and mechanical forms intertwined, creating a disturbing atmosphere.","grotesque structures, surreal carnival, organic forms",Disgust,-3,2,-1,"surreal, gothic",outdoor,"carnival elements, organic structures",,,The presence of disturbing imagery and a surreal atmosphere evokes feelings of disgust.,102:94:84,31:26:22,231:219:202,95.62,83.86,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/0141b217-074b-48d9-8c44-d7834e0efb61.jpg
1aabf036-8fcf-4902-8781-5164232d925a,"A muscular character with a gritty appearance stands prominently in an urban environment, showcasing a mature anime style typical of intense narratives.","muscular character, urban environment, gritty aesthetic",Anger,-2,3,2,"anime, mature, gritty",urban,"characters, urban landscapes",,,"The character's intense pose and muscular build convey a sense of aggression and toughness, which evokes feelings of anger.",127:113:90,67:49:31,228:227:202,114.96,74.74,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/1aabf036-8fcf-4902-8781-5164232d925a.jpg
17fe0d6d-85fd-4ec2-94b5-7e6c2bdb33e5,"A haunting portrayal of zombie soldiers in a dark, eerie Norwegian setting, illuminated by a cold street lamp, capturing the post-apocalyptic atmosphere.","haunting soldiers, dark setting, cold light",Fear,-2,3,-1,"oil painting, fantasy",outdoor,"zombie soldiers, street lamp, buildings",,,"The imagery of zombie soldiers in a desolate, shadowy environment evokes feelings of fear and unease, suggesting a confrontation with the unknown.",44:54:56,22:28:32,58:76:79,52.03,38.38,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/17fe0d6d-85fd-4ec2-94b5-7e6c2bdb33e5.jpg
e8739a90-c1d2-4b4b-973f-4eb4c54d40d6,A metallic blue 1967 Chevy Nova is cruising down the freeway under the bright summer sun and blue skies.,"metallic blue car, bright summer sun, clear blue skies",Excitement,4,3,2,"realistic, vintage",outdoor,"cars, road",,,"The image evokes excitement due to the vibrant colors, the classic car, and the sense of freedom associated with driving on an open road during summer.",98:123:141,195:196:189,46:123:183,117.93,68.3,/home/pci/dong/emodb/dong/EmoGenDB/sample_images_5k/e8739a90-c1d2-4b4b-973f-4eb4c54d40d6.jpg
